date,project_id,num_transactions,total_vol_in_usd
2024-04-16,0,0.03,0.03
2024-04-16,0,0.05,0.05
2024-04-16,0,0.05,0.05
2024-04-16,0,0.05,0.05
2024-04-16,0,0.08,0.08
2024-04-16,0,0.23,0.23
2024-04-16,0,0.10,0.10
2024-04-16,0,0.23,0.23
2024-04-16,0,0.11,0.11
2024-04-16,0,0.11,0.11
2024-04-16,0,0.04,0.04
2024-04-16,0,0.10,0.10
2024-04-16,0,0.09,0.09
2024-04-16,0,0.24,0.24
2024-04-16,0,0.11,0.11
2024-04-16,0,0.89,0.89
2024-04-16,0,0.13,0.13
2024-04-16,0,0.18,0.18
2024-04-16,0,0.08,0.08
2024-04-16,0,0.08,0.08
2024-04-16,0,0.08,0.08
2024-04-16,0,0.08,0.08
2024-04-16,0,0.08,0.08
2024-04-16,0,0.15,0.15
2024-04-16,0,4.68,4.68
2024-04-16,0,3.02,3.02
2024-04-16,0,0.53,0.53
2024-04-16,0,6.11,6.11
2024-04-16,0,1.69,1.69
2024-04-02,4974,1.52,1.52
2024-04-02,0,2.58,2.58
2024-04-02,4974,3.40,3.40
2024-04-02,4974,0.40,0.40
2024-04-02,4974,1.89,1.89
2024-04-02,4974,0.26,0.26
2024-04-02,4974,3.07,3.07
2024-04-02,4974,0.50,0.50
2024-04-02,4974,1.69,1.69
2024-04-02,4974,2.21,2.21
2024-04-02,0,2.42,2.42
2024-04-02,0,7.21,7.21
2024-04-02,0,4.46,4.46
2024-04-02,4974,10.01,10.01
2024-04-02,4974,2.74,2.74
2024-04-02,0,21.80,21.80
2024-04-02,0,15.22,15.22
2024-04-02,4974,2.17,2.17
2024-04-02,4974,0.12,0.12
2024-04-02,0,61.82,61.82
2024-04-02,4974,140.42,140.42
2024-04-02,4974,287.95,287.95
2024-04-02,4974,0.23,0.23
2024-04-02,4974,1.50,1.50
2024-04-02,0,1.94,1.94
2024-04-02,4974,1.81,1.81
2024-04-02,4974,7.24,7.24
2024-04-02,4974,4.16,4.16
2024-04-02,0,1.78,1.78
2024-04-02,0,2.90,2.90
2024-04-02,4974,1.61,1.61
2024-04-02,4974,0.56,0.56
2024-04-02,4974,0.22,0.22
2024-04-02,0,1.99,1.99
2024-04-02,0,3.74,3.74
2024-04-02,4974,8.75,8.75
2024-04-02,4974,3.02,3.02
2024-04-02,0,29.31,29.31
2024-04-02,0,14.78,14.78
2024-04-02,0,6.79,6.79
2024-04-02,0,128.60,128.60
2024-04-02,0,33.29,33.29
2024-04-02,0,6.66,6.66
2024-04-02,0,5.29,5.29
2024-04-02,0,4.29,4.29
2024-04-02,0,6.74,6.74
2024-04-02,4974,4.37,4.37
2024-04-02,0,6.40,6.40
2024-04-02,0,45.67,45.67
2024-04-02,0,9.24,9.24
2024-04-02,0,0.33,0.33
2024-04-02,0,2.08,2.08
2024-04-02,4974,19.90,19.90
2024-04-02,4974,0.44,0.44
2024-04-02,0,263.25,263.25
2024-04-02,0,461.28,461.28
2024-04-02,0,11.50,11.50
2024-04-02,0,12.30,12.30
2024-04-02,0,27.23,27.23
2024-04-02,0,97.01,97.01
2024-04-02,0,79.39,79.39
2024-04-02,0,100.90,100.90
2024-04-02,0,0.98,0.98
2024-04-02,0,282.78,282.78
2024-04-02,0,506.96,506.96
2024-04-02,0,1.13,1.13
2024-04-02,4974,10.30,10.30
2024-04-02,4974,297.06,297.06
2024-04-02,4974,223.57,223.57
2024-04-02,4974,12.97,12.97
2024-04-02,0,5.18,5.18
2024-04-02,0,165.36,165.36
2024-04-02,0,70.00,70.00
2024-04-02,1609,1200000000000000000.00,1200000000000000000.00
2024-04-02,0,8.79,8.79
2024-04-02,0,2.57,2.57
2024-04-02,0,36.17,36.17
2024-04-02,0,5.72,5.72
2024-04-02,4974,2.60,2.60
2024-04-02,4974,3.41,3.41
2024-04-02,1609,1425000000000000000.00,1425000000000000000.00
2024-04-02,1609,570000000000000000.00,570000000000000000.00
2024-04-02,0,10.73,10.73
2024-04-02,4974,0.23,0.23
2024-04-02,4974,0.47,0.47
2024-04-02,4974,0.23,0.23
2024-04-02,4974,7.08,7.08
2024-04-02,0,64.28,64.28
2024-04-02,0,57.70,57.70
2024-04-02,0,115.91,115.91
2024-04-02,0,110.03,110.03
2024-04-02,0,97.66,97.66
2024-04-02,0,64.29,64.29
2024-04-02,4974,3.44,3.44
2024-04-02,4974,7.79,7.79
2024-04-02,0,8.35,8.35
2024-04-02,0,8.62,8.62
2024-04-02,0,68.00,68.00
2024-04-02,0,71.15,71.15
2024-04-02,0,1.17,1.17
2024-04-02,0,3.89,3.89
2024-04-02,0,2.19,2.19
2024-04-02,0,1.27,1.27
2024-04-02,4974,2.74,2.74
2024-04-02,4974,0.07,0.07
2024-04-02,4974,0.90,0.90
2024-04-02,4974,0.95,0.95
2024-04-02,4974,1.65,1.65
2024-04-02,4974,0.35,0.35
2024-04-02,4974,1.06,1.06
2024-04-02,4974,0.02,0.02
2024-04-02,4974,2.42,2.42
2024-04-02,4974,4.01,4.01
2024-04-02,4974,0.14,0.14
2024-04-02,4974,76.00,76.00
2024-04-02,4974,79.14,79.14
2024-04-02,0,95.30,95.30
2024-04-02,4974,89.40,89.40
2024-04-02,4974,59.36,59.36
2024-04-02,0,5.05,5.05
2024-04-02,0,2.35,2.35
2024-04-02,1609,2781000000000000000.00,2781000000000000000.00
2024-04-02,1609,5135000000000000000.00,5135000000000000000.00
2024-04-02,4974,720000000000000000.00,720000000000000000.00
2024-04-02,4974,1089000.00,1089000.00
2024-04-02,0,36100000000000000000.00,36100000000000000000.00
2024-04-02,4974,0.59,0.59
2024-04-02,4974,0.30,0.30
2024-04-02,4974,6.64,6.64
2024-04-02,4974,0.72,0.72
2024-04-02,0,0.24,0.24
2024-04-02,0,0.24,0.24
2024-04-02,0,4750000000000000000.00,4750000000000000000.00
2024-04-02,4974,194.74,194.74
2024-04-02,4974,50.74,50.74
2024-04-02,4974,12.75,12.75
2024-04-02,0,10.16,10.16
2024-04-02,0,2.44,2.44
2024-04-02,4974,6.70,6.70
2024-04-02,4974,8.96,8.96
2024-04-02,0,4.04,4.04
2024-04-02,1609,4000000000000000000.00,4000000000000000000.00
2024-04-02,4974,19.82,19.82
2024-04-02,4974,13.55,13.55
2024-04-02,4974,89.64,89.64
2024-04-02,4974,247.51,247.51
2024-04-02,4974,197.76,197.76
2024-04-02,4974,48.89,48.89
2024-04-02,0,6.57,6.57
2024-04-02,0,1.46,1.46
2024-04-02,0,3.55,3.55
2024-04-02,0,52.60,52.60
2024-04-02,0,6.00,6.00
2024-04-02,0,43.50,43.50
2024-04-02,0,56.83,56.83
2024-04-02,4974,0.27,0.27
2024-04-02,4974,31.91,31.91
2024-04-02,4974,19.16,19.16
2024-04-02,4974,14.71,14.71
2024-04-02,4974,8.04,8.04
2024-04-02,4974,2.31,2.31
2024-04-02,4974,2.01,2.01
2024-04-02,4974,16.44,16.44
2024-04-02,4974,18.93,18.93
2024-04-02,1609,2330500000000000000.00,2330500000000000000.00
2024-04-02,1609,2185000000000000000.00,2185000000000000000.00
2024-04-02,0,17.69,17.69
2024-04-02,4974,289.49,289.49
2024-04-02,0,1.58,1.58
2024-04-02,0,1.23,1.23
2024-04-02,4974,175.48,175.48
2024-04-02,4974,2.44,2.44
2024-04-02,0,1.57,1.57
2024-04-02,0,3.13,3.13
2024-04-02,0,4.55,4.55
2024-04-02,0,19.70,19.70
2024-04-02,4974,2.22,2.22
2024-04-02,4974,0.96,0.96
2024-04-02,4974,1.08,1.08
2024-04-02,4974,1530000000000000000.00,1530000000000000000.00
2024-04-02,4974,193.09,193.09
2024-04-02,4974,13.08,13.08
2024-04-02,4974,2.41,2.41
2024-04-02,4974,0.01,0.01
2024-04-02,4974,1620000000000000000.00,1620000000000000000.00
2024-04-02,4974,29.96,29.96
2024-04-02,4974,2.57,2.57
2024-04-02,0,10.84,10.84
2024-04-02,0,1.96,1.96
2024-04-02,0,0.75,0.75
2024-04-02,4974,90.90,90.90
2024-04-02,0,5.64,5.64
2024-04-02,0,10.50,10.50
2024-04-02,0,3.31,3.31
2024-04-02,0,2.60,2.60
2024-04-02,0,2.43,2.43
2024-04-02,0,5.72,5.72
2024-04-02,0,2.37,2.37
2024-04-02,0,5.04,5.04
2024-04-02,0,4.46,4.46
2024-04-02,0,5.58,5.58
2024-04-02,0,12.06,12.06
2024-04-02,0,8.21,8.21
2024-04-02,0,0.53,0.53
2024-04-02,0,2.69,2.69
2024-04-02,0,9.21,9.21
2024-04-02,0,11.70,11.70
2024-04-02,0,33.76,33.76
2024-04-02,4974,4.43,4.43
2024-04-02,1609,2565000000000000000.00,2565000000000000000.00
